Jerarquía;Descripción;esHoja;Puntuación
1.2.9.253.329.333;Documento > Párrafos > Párrafo > Rango-Prop. espec. párrafo > Formato de lista > Núm. Lista;true;1
1.2.10.334;Documento > Párrafos > Párrafo > Alineación;true;1
1.2.10.335;Documento > Párrafos > Párrafo > Letra capital;true;0
1.2.10.336;Documento > Párrafos > Párrafo > Sang. 1ª línea;true;1
1.2.10.337;Documento > Párrafos > Párrafo > KeepTogether;true;1
1.2.10.338;Documento > Párrafos > Párrafo > KeepWithNext;true;1
1.2.10.339;Documento > Párrafos > Párrafo > Sang. izq.;true;1
1.2.10.340;Documento > Párrafos > Párrafo > Interlineado;true;1
1.2.10.341;Documento > Párrafos > Párrafo > Interlineado;true;1
1.2.10.342;Documento > Párrafos > Párrafo > SpaceAfter;true;1
1.2.10.343;Documento > Párrafos > Párrafo > SpaceBefore;true;1
1.2.10.344;Documento > Párrafos > Párrafo > OutlineLevel;true;1
1.2.10.345;Documento > Párrafos > Párrafo > PageBreakBefore;true;1
1.2.10.346;Documento > Párrafos > Párrafo > Sang. dcha.;true;1
1.2.10.347;Documento > Párrafos > Párrafo > TabStops;false;0
